oidd,time,x,y,lat,long,t
862913,2002-09-13 22:41:00,489412.201229831,4204414.39160763,23.8811177766627,37.9899081840811,108500
863913,2002-09-13 22:41:00,485931.258996212,4220095.51808712,23.8411716013258,38.1311906136364,108500
865913,2002-09-13 22:41:00,489438.266398338,4204441.85316801,23.8814145799792,37.9901552037133,108500
866913,2002-09-13 22:41:00,489451.6395967,4204449.44197983,23.8815670504125,37.9902244197984,108500
867913,2002-09-13 22:41:00,486098.990064103,4205363.27516026,23.8433680416667,37.9984161634615,108500
870913,2002-09-13 22:41:00,489415.562089552,4204424.99910448,23.8811561850746,37.9900036865672,108500
872913,2002-09-13 22:41:00,485907.504869789,4220064.11761065,23.840901076959,38.130907361322,108500
874913,2002-09-13 22:41:00,488529.8725,4205258.8075,23.87105155,37.997506075,108500
876913,2002-09-13 22:41:00,474893.655826772,4213487.3419685,23.7154620330709,38.0713959149606,108500
878913,2002-09-13 22:41:00,485821.733208255,4220116.33677298,23.8399208180113,38.1313765666041,108500
880913,2002-09-13 22:41:00,462331.114474424,4210953.52422709,23.5723743598932,38.0481266143901,108500
882913,2002-09-13 22:41:00,485907.295155709,4220111.90069204,23.8408977370242,38.1313379515571,108500
883913,2002-09-13 22:41:00,486993.106666667,4205860.80222222,23.8535430888889,38.0029130444444,108500
884913,2002-09-13 22:41:00,489464.63089542,4204452.51968558,23.88171467054,37.9902518632946,108500
885913,2002-09-13 22:41:00,489470.315441176,4204593.93933824,23.8817776801471,37.9915270404412,108500
887913,2002-09-13 22:41:00,489400.425041736,4204588.7312187,23.8809813856427,37.9914786961603,108500
888913,2002-09-13 22:41:00,485897.071490281,4220119.62894168,23.8407804686825,38.1314078358531,108500
892913,2002-09-13 22:41:00,493788.931578947,4187690.18596491,23.9311020877193,37.8392129473684,108500
893913,2002-09-13 22:41:00,474144.816402878,4207450.90402878,23.7071424115108,38.0169709683453,108500
895913,2002-09-13 22:41:00,486043.107418856,4201891.6568779,23.8427988840804,37.967125984544,108500
896913,2002-09-13 22:41:00,485886.955545068,4220120.54440774,23.8406650632374,38.1314154497404,108500
898913,2002-09-13 22:41:00,487170.208647313,4206597.89518221,23.8555473668931,38.0095590920321,108500
900913,2002-09-13 22:41:00,485845.587837838,4220143.2344239,23.840192440256,38.1316196728307,108500
903913,2002-09-13 22:41:00,479567.117062635,4217629.50453564,23.7686258531317,38.1088452656587,108500
904913,2002-09-13 22:41:00,479560.377253341,4217672.40995166,23.7685481993176,38.1092314609042,108500
905913,2002-09-13 22:41:00,489455.377825465,4204456.14020029,23.8816093147353,37.9902844663805,108500
906913,2002-09-13 22:41:00,487227.459448637,4202174.33001694,23.8562774948406,37.9696905944864,108500
910913,2002-09-13 22:41:00,489422.086293206,4204415.43492253,23.8812305303933,37.9899171096543,108500
913913,2002-09-13 22:41:00,485929.392897196,4220098.72121495,23.8411496901869,38.1312196070093,108500
917913,2002-09-13 22:41:00,485927.437260826,4220096.40050352,23.8411274098691,38.13119881571,108500
918913,2002-09-13 22:41:00,479563.902204929,4217627.59552529,23.7685892671855,38.1088280168612,108500
920913,2002-09-13 22:41:00,487466.902258727,4206850.27864476,23.85892262423,38.0118372299795,108500
862913,2002-09-13 22:41:30,489412.21656828,4204414.40133806,23.8811179512003,37.9899082719402,108501
863913,2002-09-13 22:41:30,485931.254498106,4220095.48404356,23.8411715506629,38.1311903068182,108501
865913,2002-09-13 22:41:30,489438.266346404,4204441.85216827,23.88141457933,37.9901551947546,108501
866913,2002-09-13 22:41:30,489451.646929423,4204449.44234647,23.8815671338222,37.9902244234647,108501
867913,2002-09-13 22:41:30,486098.959134615,4205363.37283654,23.8433676875,37.9984170432692,108501
870913,2002-09-13 22:41:30,489415.495820896,4204424.88179104,23.8811554298507,37.9900026268657,108501
872913,2002-09-13 22:41:30,485907.505383627,4220064.12210674,23.8409010826813,38.1309074018451,108501
874913,2002-09-13 22:41:30,488533.996129032,4205254.97935484,23.8710985935484,37.9974716322581,108501
876913,2002-09-13 22:41:30,474893.63480315,4213487.37905512,23.715461792126,38.0713962488189,108501
878913,2002-09-13 22:41:30,485821.746716698,4220116.31529081,23.8399209727955,38.1313763733583,108501
880913,2002-09-13 22:41:30,462331.117875211,4210953.52040472,23.5723743988196,38.0481265801012,108501
882913,2002-09-13 22:41:30,485907.283183391,4220111.86525952,23.8408976013841,38.1313376318339,108501
883913,2002-09-13 22:41:30,486993.110232558,4205860.82124031,23.8535431286822,38.0029132155039,108501
884913,2002-09-13 22:41:30,489464.655365687,4204452.53704716,23.881714949419,37.9902520205058,108501
885913,2002-09-13 22:41:30,489470.317279412,4204593.90949755,23.8817777015931,37.9915267714461,108501
887913,2002-09-13 22:41:30,489400.459933222,4204588.73005008,23.8809817829716,37.9914786861436,108501
888913,2002-09-13 22:41:30,485897.069924406,4220119.61954644,23.8407804508639,38.1314077510799,108501
892913,2002-09-13 22:41:30,493788.886666667,4187690.16222222,23.9311015777778,37.8392127333333,108501
893913,2002-09-13 22:41:30,474144.830719424,4207450.81719424,23.7071425776978,38.0169701863309,108501
895913,2002-09-13 22:41:30,486043.119010819,4201891.69574961,23.842799015456,37.9671263353941,108501
896913,2002-09-13 22:41:30,485886.966635205,4220120.53322322,23.8406651897121,38.1314153492213,108501
898913,2002-09-13 22:41:30,487170.228906733,4206597.88103768,23.8555475978999,38.0095589647931,108501
900913,2002-09-13 22:41:30,485845.6,4220143.24736842,23.8401925789474,38.1316197894737,108501
903913,2002-09-13 22:41:30,479567.125701944,4217629.48531318,23.7686259517639,38.1088450921526,108501
904913,2002-09-13 22:41:30,479560.376414558,4217672.40719363,23.7685481897924,38.109231436025,108501
905913,2002-09-13 22:41:30,489455.394849785,4204456.1583691,23.8816095085837,37.9902846309013,108501
906913,2002-09-13 22:41:30,487227.467796088,4202174.33925766,23.856277589712,37.9696906779609,108501
910913,2002-09-13 22:41:30,489422.092371871,4204415.45160906,23.8812305995232,37.989917261025,108501
913913,2002-09-13 22:41:30,485929.388411215,4220098.69514019,23.8411496392523,38.1312193719626,108501
917913,2002-09-13 22:41:30,485927.436253776,4220096.381571,23.8411273987915,38.1311986450151,108501
918913,2002-09-13 22:41:30,479563.910246433,4217627.57626459,23.7685893592737,38.108827843061,108501
920913,2002-09-13 22:41:30,487466.829637235,4206850.29555099,23.8589217967146,38.0118373812457,108501
862913,2002-09-13 22:42:00,489412.23190673,4204414.41106848,23.8811181257379,37.9899083597993,108502
863913,2002-09-13 22:42:00,485931.25,4220095.45,23.8411715,38.13119,108502
865913,2002-09-13 22:42:00,489438.266294469,4204441.85116853,23.8814145786809,37.9901551857959,108502
866913,2002-09-13 22:42:00,489451.654262145,4204449.44271311,23.8815672172319,37.9902244271311,108502
867913,2002-09-13 22:42:00,486098.928205128,4205363.47051282,23.8433673333333,37.9984179230769,108502
870913,2002-09-13 22:42:00,489415.429552239,4204424.76447761,23.8811546746269,37.9900015671642,108502
872913,2002-09-13 22:42:00,485907.505897466,4220064.12660283,23.8409010884036,38.1309074423683,108502
874913,2002-09-13 22:42:00,488538.119758065,4205251.15120968,23.8711456370968,37.9974371895161,108502
876913,2002-09-13 22:42:00,474893.613779528,4213487.41614173,23.7154615511811,38.0713965826772,108502
878913,2002-09-13 22:42:00,485821.760225141,4220116.29380863,23.8399211275797,38.1313761801126,108502
880913,2002-09-13 22:42:00,462331.121275998,4210953.51658235,23.5723744377459,38.0481265458123,108502
882913,2002-09-13 22:42:00,485907.271211073,4220111.82982699,23.8408974657439,38.1313373121107,108502
883913,2002-09-13 22:42:00,486993.11379845,4205860.8402584,23.8535431684755,38.0029133865633,108502
884913,2002-09-13 22:42:00,489464.679835954,4204452.55440875,23.881715228298,37.990252177717,108502
885913,2002-09-13 22:42:00,489470.319117647,4204593.87965686,23.8817777230392,37.991526502451,108502
887913,2002-09-13 22:42:00,489400.494824708,4204588.72888147,23.8809821803005,37.9914786761269,108502
888913,2002-09-13 22:42:00,485897.068358531,4220119.61015119,23.8407804330454,38.1314076663067,108502
892913,2002-09-13 22:42:00,493788.841754386,4187690.13847953,23.9311010678363,37.8392125192982,108502
