oidd,time,x,y,lat,long,t
862912,2002-09-12 21:41:00,489366.185881543,4204385.20034435,23.8805941639118,37.9896446067493,105500
863912,2002-09-12 21:41:00,485923.042259174,4220069.30980505,23.8410778629587,38.1309541582569,105500
865912,2002-09-12 21:41:00,489425.348221344,4204433.39841897,23.8812676600791,37.9900792213439,105500
866912,2002-09-12 21:41:00,489436.719570522,4204438.11303075,23.881396829185,37.990122147389,105500
867912,2002-09-12 21:41:00,486104.818966909,4205296.12808717,23.8434362953995,37.9978108942696,105500
870912,2002-09-12 21:41:00,488991.346166951,4203780.67836457,23.876334802385,37.9841914582624,105500
872912,2002-09-12 21:41:00,485887.057719475,4220113.72552977,23.8406662310797,38.1313544530777,105500
874912,2002-09-12 21:41:00,486563.256353591,4203623.63038674,23.8486882486188,37.9827436961326,105500
876912,2002-09-12 21:41:00,485892.540956826,4220104.47403734,23.8407293436406,38.131271029755,105500
878912,2002-09-12 21:41:00,485826.028324568,4220107.62539444,23.8399704876033,38.1312982682194,105500
880912,2002-09-12 21:41:00,462368.254317434,4210933.5296875,23.572798802426,38.0479476178043,105500
882912,2002-09-12 21:41:00,485923.320633188,4220081.41064411,23.8410810283843,38.1310639143013,105500
883912,2002-09-12 21:41:00,486987.939445388,4205859.6770798,23.8534841861913,38.0029026762875,105500
884912,2002-09-12 21:41:00,489427.296685083,4204412.73186004,23.8812897955801,37.9898927753223,105500
885912,2002-09-12 21:41:00,489490.4,4204505.9,23.882007,37.990734,105500
887912,2002-09-12 21:41:00,489406.328942116,4204602.31789754,23.8810484703925,37.9916013599468,105500
888912,2002-09-12 21:41:00,485927.086835443,4220108.89179747,23.8411232273418,38.1313116146835,105500
889912,2002-09-12 21:41:00,485811.594607843,4220096.03112745,23.839805560049,38.1311938284314,105500
892912,2002-09-12 21:41:00,493794.005231788,4187692.65596026,23.9311592741722,37.8392351523179,105500
893912,2002-09-12 21:41:00,474134.492392808,4207515.95117566,23.7070218672199,38.0175571341632,105500
895912,2002-09-12 21:41:00,486041.851343284,4201894.81820896,23.8427844671642,37.9671538716418,105500
896912,2002-09-12 21:41:00,485874.240626579,4220131.85765538,23.8405197033855,38.1315170515412,105500
898912,2002-09-12 21:41:00,487173.753333333,4206604.10421053,23.8555876350877,38.0096149789474,105500
899912,2002-09-12 21:41:00,485896.208443272,4220083.85672823,23.8407715949868,38.1310854313984,105500
900912,2002-09-12 21:41:00,485845.157169576,4220120.63117207,23.8401883971322,38.1314159413965,105500
903912,2002-09-12 21:41:00,479545.418303342,4217634.83562982,23.7683781712082,38.1088928709512,105500
904912,2002-09-12 21:41:00,479560.506993425,4217642.60878661,23.7685501416617,38.1089632486551,105500
905912,2002-09-12 21:41:00,489449.388255814,4204443.7244186,23.8815407511628,37.9901724197674,105500
906912,2002-09-12 21:41:00,487238.664905363,4202171.46963722,23.8564047996845,37.9696653564669,105500
910912,2002-09-12 21:41:00,489418.650641574,4204443.14833191,23.8811911103507,37.9901671582549,105500
913912,2002-09-12 21:41:00,485876.47227087,4220160.99649737,23.8405447565674,38.1317800274372,105500
917912,2002-09-12 21:41:00,485875.143739925,4220134.33761419,23.8405299903278,38.1315396684578,105500
918912,2002-09-12 21:41:00,479548.439733925,4217639.97844789,23.7684123645233,38.1089390399113,105500
920912,2002-09-12 21:41:00,487495.950617284,4206850.47530864,23.8592530617284,38.0118393580247,105500
862912,2002-09-12 21:41:30,489366.201219992,4204385.21007477,23.8805943384494,37.9896446946084,105501
863912,2002-09-12 21:41:30,485923.048738532,4220069.30493119,23.8410779369266,38.1309541146789,105501
865912,2002-09-12 21:41:30,489425.349868248,4204433.39617918,23.8812676785244,37.990079201581,105501
866912,2002-09-12 21:41:30,489436.708394339,4204438.09985359,23.8813967022938,37.9901220283065,105501
867912,2002-09-12 21:41:30,486104.793946731,4205296.02082324,23.8434360121065,37.9978099273608,105501
870912,2002-09-12 21:41:30,488991.444633731,4203780.60971039,23.876335923339,37.9841908415673,105501
872912,2002-09-12 21:41:30,485887.092684157,4220113.68234107,23.8406666306761,38.1313540640767,105501
874912,2002-09-12 21:41:30,486563.278821363,4203623.66537753,23.8486885046041,37.9827440128913,105501
876912,2002-09-12 21:41:30,485892.55915986,4220104.45694282,23.8407295519253,38.1312708763127,105501
878912,2002-09-12 21:41:30,485826.052967693,4220107.61645379,23.839970768595,38.13129818858,105501
880912,2002-09-12 21:41:30,462368.254605263,4210933.525,23.5727988059211,38.0479475756579,105501
882912,2002-09-12 21:41:30,485923.318558952,4220081.40163756,23.8410810043668,38.1310638329694,105501
883912,2002-09-12 21:41:30,486987.93491794,4205859.69405773,23.8534841346916,38.0029028296548,105501
884912,2002-09-12 21:41:30,489427.301657459,4204412.75073665,23.8812898522099,37.9898929456722,105501
885912,2002-09-12 21:41:30,489483.133333333,4204531.86666667,23.881924,37.9909676666667,105501
887912,2002-09-12 21:41:30,489406.359281437,4204602.2750499,23.8810488163673,37.9916009740519,105501
888912,2002-09-12 21:41:30,485927.075949367,4220108.86886076,23.8411231037975,38.1313114075949,105501
889912,2002-09-12 21:41:30,485811.585539216,4220096.02438726,23.8398054564951,38.1311937671569,105501
892912,2002-09-12 21:41:30,493793.954039735,4187692.63245033,23.9311586927152,37.8392349403973,105501
893912,2002-09-12 21:41:30,474134.490802213,4207515.95733057,23.7070218485477,38.0175571894882,105501
895912,2002-09-12 21:41:30,486041.874626866,4201894.86716418,23.8427847313433,37.9671543134328,105501
896912,2002-09-12 21:41:30,485874.263415867,4220131.84012127,23.840519963618,38.1315168938858,105501
898912,2002-09-12 21:41:30,487173.792,4206604.08989474,23.8555880757895,38.0096148505263,105501
899912,2002-09-12 21:41:30,485896.211081794,4220083.8682058,23.8407716246702,38.1310855349604,105501
900912,2002-09-12 21:41:30,485845.162219451,4220120.62269327,23.8401884551122,38.1314158653367,105501
903912,2002-09-12 21:41:30,479545.384781491,4217634.79958869,23.7683777902314,38.1088925455013,105501
904912,2002-09-12 21:41:30,479560.498386133,4217642.5748954,23.7685500442319,38.108962942618,105501
905912,2002-09-12 21:41:30,489449.372616279,4204443.71337209,23.8815405732558,37.9901723203488,105501
906912,2002-09-12 21:41:30,487238.675394322,4202171.50567823,23.8564049179811,37.969665681388,105501
910912,2002-09-12 21:41:30,489418.661847733,4204443.15919589,23.8811912378101,37.9901672557742,105501
913912,2002-09-12 21:41:30,485876.49655575,4220160.94798599,23.8405450350263,38.1317795907764,105501
