oidd,time,x,y,lat,long,t
862914,2002-09-14 15:21:00,486263.045869711,4207630.87850907,23.845193659503,38.0188554781733,110500
863914,2002-09-14 15:21:00,486384.085185185,4221407.27777778,23.8463131851852,38.143020037037,110500
865914,2002-09-14 15:21:00,489438.162529213,4204439.85368735,23.8814132816152,37.9901372862893,110500
866914,2002-09-14 15:21:00,489422.285190217,4204376.46983696,23.881233107337,37.9895659307065,110500
867914,2002-09-14 15:21:00,487351,4205832,23.85762,38.002658,110500
870914,2002-09-14 15:21:00,485484.442307692,4208063.64615385,23.8363148076923,38.0227440769231,110500
872914,2002-09-14 15:21:00,485908.532547005,4220073.10978629,23.8409125215462,38.1309884076842,110500
874914,2002-09-14 15:21:00,485512.825,4208109.37142857,23.8366371785714,38.02315675,110500
876914,2002-09-14 15:21:00,485921.529213483,4220088.16629213,23.8410601910112,38.1311244606742,110500
880914,2002-09-14 15:21:00,462337.916048342,4210945.87948286,23.5724522126194,38.0480580365374,110500
882914,2002-09-14 15:21:00,485860.398855359,4220142.84765869,23.8403614131113,38.1316166264308,110500
883914,2002-09-14 15:21:00,486993.062406773,4205849.12737351,23.8535424521266,38.0028077567023,110500
884914,2002-09-14 15:21:00,489479.793333333,4204485.28,23.8818868666667,37.9905478,110500
887914,2002-09-14 15:21:00,489420.3,4204425.1,23.88121,37.990004,110500
888914,2002-09-14 15:21:00,489409.321115538,4204430.34940239,23.8810847609562,37.9900517808765,110500
892914,2002-09-14 15:21:00,493823.269717605,4187722.48109353,23.9314924940917,37.8395039417184,110500
893914,2002-09-14 15:21:00,485919.878846154,4220056.77884615,23.8410425192308,38.1308417115385,110500
895914,2002-09-14 15:21:00,486040.881045752,4201897.36862745,23.8427732745098,37.9671769542484,110500
898914,2002-09-14 15:21:00,484338.098979592,4209170.24642857,23.8232302142857,38.0326986581633,110500
900914,2002-09-14 15:21:00,478894.989655172,4210251.58557994,23.7611751755486,38.0423346833856,110500
904914,2002-09-14 15:21:00,479558.699687233,4217666.89388684,23.7685291489906,38.1091817025874,110500
905914,2002-09-14 15:21:00,489411.847051745,4204391.01083033,23.8811146684717,37.9896974861612,110500
906914,2002-09-14 15:21:00,487244.154350839,4202192.81145849,23.8564672376405,37.9698575435084,110500
910914,2002-09-14 15:21:00,489379,4205111.3,23.88073,37.996189,110500
913914,2002-09-14 15:21:00,485932.898421599,4220113.75212876,23.8411898450675,38.1313548691589,110500
917914,2002-09-14 15:21:00,485864.580742412,4220156.43847416,23.8404096255127,38.1317391220262,110500
918914,2002-09-14 15:21:00,479547.030396644,4217625.05411899,23.7683968482075,38.1088043112128,110500
920914,2002-09-14 15:21:00,487509.9,4207803.6,23.859396,38.02043,110500
862914,2002-09-14 15:21:30,486263.042668458,4207630.86971122,23.8451936232371,38.0188553989255,110501
863914,2002-09-14 15:21:30,486383.855555556,4221407.73333333,23.8463105555556,38.1430241111111,110501
865914,2002-09-14 15:21:30,489438.162477279,4204439.85268761,23.881413280966,37.9901372773306,110501
866914,2002-09-14 15:21:30,489422.285753106,4204376.48159938,23.8812331137422,37.9895660368789,110501
867914,2002-09-14 15:21:30,487634.2,4205605.1,23.86085,38.000617,110501
870914,2002-09-14 15:21:30,485484.276923077,4208063.43846154,23.8363129230769,38.0227422307692,110501
872914,2002-09-14 15:21:30,485908.533060843,4220073.11428238,23.8409125272685,38.1309884482074,110501
874914,2002-09-14 15:21:30,485511.6,4208107.51428571,23.8366232857143,38.02314,110501
876914,2002-09-14 15:21:30,485921.48988764,4220088.28089888,23.841059741573,38.131125494382,110501
880914,2002-09-14 15:21:30,462337.919449129,4210945.87566048,23.5724522515458,38.0480580022485,110501
882914,2002-09-14 15:21:30,485860.406326743,4220142.84385016,23.8403614984391,38.1316165920916,110501
883914,2002-09-14 15:21:30,486993.057508567,4205849.13045757,23.8535423962911,38.0028077845192,110501
884914,2002-09-14 15:21:30,489479.68,4204484.24,23.8818856,37.9905384,110501
887914,2002-09-14 15:21:30,489388.6,4204382.8,23.88085,37.989623,110501
888914,2002-09-14 15:21:30,489409.33187251,4204430.29721116,23.8810848844622,37.990051310757,110501
892914,2002-09-14 15:21:30,493823.263789305,4187722.46575205,23.9314924267975,37.8395038033247,110501
893914,2002-09-14 15:21:30,485919.742307692,4220056.54230769,23.8410409615385,38.1308395769231,110501
895914,2002-09-14 15:21:30,486040.903921569,4201897.38235294,23.8427735294118,37.9671770784314,110501
898914,2002-09-14 15:21:30,484338.130612245,4209170.25714286,23.8232305714286,38.032698755102,110501
900914,2002-09-14 15:21:30,478894.84137931,4210251.72131662,23.7611734796238,38.0423359028213,110501
904914,2002-09-14 15:21:30,479558.69884845,4217666.8911288,23.7685291394655,38.1091816777083,110501
905914,2002-09-14 15:21:30,489411.848094665,4204391.01516245,23.8811146803049,37.9896975250702,110501
906914,2002-09-14 15:21:30,487244.16269829,4202192.82069921,23.8564673325119,37.9698576269829,110501
910914,2002-09-14 15:21:30,489356.3,4205218,23.88047,37.99715,110501
913914,2002-09-14 15:21:30,485932.896905504,4220113.74693666,23.8411898278297,38.1313548224299,110501
917914,2002-09-14 15:21:30,485864.587243642,4220156.4295324,23.8404096997539,38.1317390414274,110501
918914,2002-09-14 15:21:30,479547.024809306,4217625.04994279,23.7683967845156,38.1088042734554,110501
920914,2002-09-14 15:21:30,487311.6,4207855.2,23.857136,38.020893,110501
862914,2002-09-14 15:22:00,486263.039467204,4207630.86091336,23.8451935869711,38.0188553196776,110502
863914,2002-09-14 15:22:00,486383.625925926,4221408.18888889,23.8463079259259,38.1430281851852,110502
865914,2002-09-14 15:22:00,489438.162425344,4204439.85168787,23.8814132803168,37.9901372683719,110502
866914,2002-09-14 15:22:00,489422.286315994,4204376.4933618,23.8812331201475,37.9895661430512,110502
867914,2002-09-14 15:22:00,487999.1,4205406,23.865009,37.998828,110502
870914,2002-09-14 15:22:00,485484.111538462,4208063.23076923,23.8363110384615,38.0227403846154,110502
872914,2002-09-14 15:22:00,485908.533574682,4220073.11877847,23.8409125329908,38.1309884887306,110502
874914,2002-09-14 15:22:00,485510.375,4208105.65714286,23.8366093928571,38.02312325,110502
876914,2002-09-14 15:22:00,485921.450561798,4220088.39550562,23.8410592921348,38.1311265280899,110502
880914,2002-09-14 15:22:00,462337.922849916,4210945.87183811,23.5724522904722,38.0480579679595,110502
882914,2002-09-14 15:22:00,485860.413798127,4220142.84004162,23.8403615837669,38.1316165577523,110502
883914,2002-09-14 15:22:00,486993.052610361,4205849.13354162,23.8535423404556,38.0028078123362,110502
884914,2002-09-14 15:22:00,489479.566666667,4204483.2,23.8818843333333,37.990529,110502
887914,2002-09-14 15:22:00,489334.9,4204324.1,23.880239,37.989093,110502
888914,2002-09-14 15:22:00,489409.342629482,4204430.24501992,23.8810850079681,37.9900508406375,110502
892914,2002-09-14 15:22:00,493823.257861005,4187722.45041058,23.9314923595033,37.8395036649309,110502
893914,2002-09-14 15:22:00,485919.605769231,4220056.30576923,23.8410394038462,38.1308374423077,110502
895914,2002-09-14 15:22:00,486040.926797386,4201897.39607843,23.8427737843137,37.9671772026144,110502
898914,2002-09-14 15:22:00,484338.162244898,4209170.26785714,23.8232309285714,38.0326988520408,110502
900914,2002-09-14 15:22:00,478894.693103448,4210251.85705329,23.7611717836991,38.0423371222571,110502
904914,2002-09-14 15:22:00,479558.698009667,4217666.88837077,23.7685291299403,38.1091816528291,110502
905914,2002-09-14 15:22:00,489411.849137585,4204391.01949458,23.881114692138,37.9896975639791,110502
906914,2002-09-14 15:22:00,487244.171045742,4202192.82993994,23.8564674273833,37.9698577104574,110502
910914,2002-09-14 15:22:00,489331.1,4205408.9,23.88018,37.99887,110502
913914,2002-09-14 15:22:00,485932.895389408,4220113.74174455,23.8411898105919,38.1313547757009,110502
917914,2002-09-14 15:22:00,485864.593744873,4220156.42059065,23.8404097739951,38.1317389608285,110502
918914,2002-09-14 15:22:00,479547.019221968,4217625.04576659,23.7683967208238,38.1088042356979,110502
920914,2002-09-14 15:22:00,487092.2,4207895.3,23.854635,38.021251,110502
862914,2002-09-14 15:22:30,486263.03626595,4207630.85211551,23.8451935507052,38.0188552404298,110503
863914,2002-09-14 15:22:30,486383.396296296,4221408.64444445,23.8463052962963,38.1430322592593,110503
865914,2002-09-14 15:22:30,489438.162373409,4204439.85068813,23.8814132796676,37.9901372594131,110503
866914,2002-09-14 15:22:30,489422.286878882,4204376.50512422,23.8812331265528,37.9895662492236,110503
867914,2002-09-14 15:22:30,488368.3,4205138,23.869218,37.996417,110503
870914,2002-09-14 15:22:30,485483.946153846,4208063.02307692,23.8363091538462,38.0227385384615,110503
872914,2002-09-14 15:22:30,485908.53408852,4220073.12327455,23.8409125387131,38.1309885292538,110503
874914,2002-09-14 15:22:30,485509.15,4208103.8,23.8365955,38.0231065,110503
876914,2002-09-14 15:22:30,485921.411235955,4220088.51011236,23.8410588426966,38.1311275617978,110503
880914,2002-09-14 15:22:30,462337.926250703,4210945.86801574,23.5724523293985,38.0480579336706,110503
882914,2002-09-14 15:22:30,485860.421269511,4220142.83623309,23.8403616690947,38.1316165234131,110503
883914,2002-09-14 15:22:30,486993.047712155,4205849.13662568,23.85354228462,38.0028078401532,110503
884914,2002-09-14 15:22:30,489479.453333333,4204482.16,23.8818830666667,37.9905196,110503
887914,2002-09-14 15:22:30,489334.9,4204322.8,23.880239,37.989081,110503
888914,2002-09-14 15:22:30,489409.353386454,4204430.19282869,23.8810851314741,37.9900503705179,110503
892914,2002-09-14 15:22:30,493823.251932706,4187722.4350691,23.9314922922091,37.8395035265372,110503
893914,2002-09-14 15:22:30,485919.469230769,4220056.06923077,23.8410378461538,38.1308353076923,110503
895914,2002-09-14 15:22:30,486040.949673203,4201897.40980392,23.8427740392157,37.9671773267974,110503
898914,2002-09-14 15:22:30,484338.193877551,4209170.27857143,23.8232312857143,38.0326989489796,110503
900914,2002-09-14 15:22:30,478894.544827586,4210251.99278997,23.7611700877743,38.0423383416928,110503
904914,2002-09-14 15:22:30,479558.697170884,4217666.88561274,23.7685291204151,38.10918162795,110503
905914,2002-09-14 15:22:30,489411.850180505,4204391.02382672,23.8811147039711,37.9896976028881,110503
906914,2002-09-14 15:22:30,487244.179393193,4202192.83918066,23.8564675222547,37.9698577939319,110503
910914,2002-09-14 15:22:30,489361.2,4205627.2,23.88052,38.000838,110503
913914,2002-09-14 15:22:30,485932.893873313,4220113.73655244,23.8411897933541,38.131354728972,110503
917914,2002-09-14 15:22:30,485864.600246103,4220156.41164889,23.8404098482363,38.1317388802297,110503
918914,2002-09-14 15:22:30,479547.01363463,4217625.04159039,23.768396657132,38.1088041979405,110503
920914,2002-09-14 15:22:30,486939.5,4207922.2,23.852895,38.021491,110503
862914,2002-09-14 15:23:00,486263.033064697,4207630.84331766,23.8451935144392,38.018855161182,110504
863914,2002-09-14 15:23:00,486383.166666667,4221409.1,23.8463026666667,38.1430363333333,110504
865914,2002-09-14 15:23:00,489438.162321475,4204439.84968839,23.8814132790184,37.9901372504544,110504
866914,2002-09-14 15:23:00,489422.28744177,4204376.51688665,23.8812331329581,37.989566355396,110504
867914,2002-09-14 15:23:00,488729.7,4204873.4,23.873338,37.994037,110504
870914,2002-09-14 15:23:00,485483.780769231,4208062.81538462,23.8363072692308,38.0227366923077,110504
872914,2002-09-14 15:23:00,485908.534602359,4220073.12777064,23.8409125444354,38.1309885697769,110504
874914,2002-09-14 15:23:00,485507.925,4208101.94285714,23.8365816071429,38.02308975,110504
876914,2002-09-14 15:23:00,485921.371910112,4220088.6247191,23.8410583932584,38.1311285955056,110504
880914,2002-09-14 15:23:00,462337.92965149,4210945.86419337,23.5724523683249,38.0480578993817,110504
882914,2002-09-14 15:23:00,485860.428740895,4220142.83242456,23.8403617544225,38.1316164890739,110504
883914,2002-09-14 15:23:00,486993.042813949,4205849.13970974,23.8535422287845,38.0028078679702,110504
884914,2002-09-14 15:23:00,489479.34,4204481.12,23.8818818,37.9905102,110504
887914,2002-09-14 15:23:00,489306.8,4204339.4,23.879919,37.989231,110504
888914,2002-09-14 15:23:00,489409.364143426,4204430.14063745,23.8810852549801,37.9900499003984,110504
892914,2002-09-14 15:23:00,493823.246004406,4187722.41972762,23.9314922249149,37.8395033881434,110504
893914,2002-09-14 15:23:00,485919.332692308,4220055.83269231,23.8410362884615,38.1308331730769,110504
895914,2002-09-14 15:23:00,486040.97254902,4201897.42352941,23.8427742941176,37.9671774509804,110504
898914,2002-09-14 15:23:00,484338.225510204,4209170.28928571,23.8232316428571,38.0326990459184,110504
900914,2002-09-14 15:23:00,478894.396551724,4210252.12852665,23.7611683918495,38.0423395611285,110504
904914,2002-09-14 15:23:00,479558.696332101,4217666.88285471,23.76852911089,38.1091816030708,110504
905914,2002-09-14 15:23:00,489411.851223426,4204391.02815885,23.8811147158043,37.989697641797,110504
906914,2002-09-14 15:23:00,487244.187740644,4202192.84842138,23.8564676171261,37.9698578774064,110504
910914,2002-09-14 15:23:00,489378.3,4205859.2,23.880711,38.002929,110504
913914,2002-09-14 15:23:00,485932.892357217,4220113.73136033,23.8411897761163,38.131354682243,110504
917914,2002-09-14 15:23:00,485864.606747334,4220156.40270714,23.8404099224774,38.1317387996308,110504
918914,2002-09-14 15:23:00,479547.008047292,4217625.03741419,23.7683965934401,38.1088041601831,110504
920914,2002-09-14 15:23:00,486886.8,4207931.2,23.852295,38.021572,110504
862914,2002-09-14 15:23:30,486263.029863443,4207630.83451981,23.8451934781733,38.0188550819342,110505
863914,2002-09-14 15:23:30,486382.937037037,4221409.55555556,23.846300037037,38.1430404074074,110505
865914,2002-09-14 15:23:30,489438.16226954,4204439.84868865,23.8814132783693,37.9901372414957,110505
866914,2002-09-14 15:23:30,489422.288004658,4204376.52864907,23.8812331393634,37.9895664615683,110505
867914,2002-09-14 15:23:30,489057.7,4204526.8,23.877079,37.990917,110505
870914,2002-09-14 15:23:30,485483.615384615,4208062.60769231,23.8363053846154,38.0227348461538,110505
872914,2002-09-14 15:23:30,485908.535116198,4220073.13226673,23.8409125501577,38.1309886103001,110505
874914,2002-09-14 15:23:30,485506.7,4208100.08571429,23.8365677142857,38.023073,110505
876914,2002-09-14 15:23:30,485921.33258427,4220088.73932584,23.8410579438202,38.1311296292135,110505
880914,2002-09-14 15:23:30,462337.933052277,4210945.86037099,23.5724524072513,38.0480578650927,110505
882914,2002-09-14 15:23:30,485860.436212279,4220142.82861602,23.8403618397503,38.1316164547347,110505
883914,2002-09-14 15:23:30,486993.037915743,4205849.14279379,23.853542172949,38.0028078957871,110505
884914,2002-09-14 15:23:30,489479.226666667,4204480.08,23.8818805333333,37.9905008,110505
887914,2002-09-14 15:23:30,489195.4,4204421.6,23.878649,37.98997,110505
888914,2002-09-14 15:23:30,489409.374900398,4204430.08844621,23.8810853784861,37.9900494302789,110505
892914,2002-09-14 15:23:30,493823.240076107,4187722.40438614,23.9314921576207,37.8395032497497,110505
893914,2002-09-14 15:23:30,485919.196153846,4220055.59615385,23.8410347307692,38.1308310384615,110505
895914,2002-09-14 15:23:30,486040.995424837,4201897.4372549,23.8427745490196,37.9671775751634,110505
898914,2002-09-14 15:23:30,484338.257142857,4209170.3,23.823232,38.0326991428571,110505
900914,2002-09-14 15:23:30,478894.248275862,4210252.26426332,23.7611666959248,38.0423407805643,110505
904914,2002-09-14 15:23:30,479558.695493318,4217666.88009667,23.7685291013648,38.1091815781916,110505
905914,2002-09-14 15:23:30,489411.852266346,4204391.03249098,23.8811147276374,37.989697680706,110505
906914,2002-09-14 15:23:30,487244.196088095,4202192.8576621,23.8564677119975,37.969857960881,110505
910914,2002-09-14 15:23:30,489339.7,4205952.3,23.88027,38.003768,110505
913914,2002-09-14 15:23:30,485932.890841121,4220113.72616822,23.8411897588785,38.131354635514,110505
917914,2002-09-14 15:23:30,485864.613248564,4220156.39376538,23.8404099967186,38.131738719032,110505
918914,2002-09-14 15:23:30,479547.002459954,4217625.03323799,23.7683965297483,38.1088041224256,110505
920914,2002-09-14 15:23:30,486791.2,4207949.1,23.851205,38.021732,110505
862914,2002-09-14 15:24:00,486263.026662189,4207630.82572196,23.8451934419073,38.0188550026864,110506
863914,2002-09-14 15:24:00,486382.707407407,4221410.01111111,23.8462974074074,38.1430444814815,110506
865914,2002-09-14 15:24:00,489438.162217606,4204439.84768891,23.8814132777201,37.990137232537,110506
866914,2002-09-14 15:24:00,489422.288567547,4204376.54041149,23.8812331457686,37.9895665677407,110506
867914,2002-09-14 15:24:00,489347.2,4204325.8,23.880379,37.989109,110506
870914,2002-09-14 15:24:00,485483.45,4208062.4,23.8363035,38.022733,110506
872914,2002-09-14 15:24:00,485908.535630036,4220073.13676282,23.8409125558799,38.1309886508233,110506
874914,2002-09-14 15:24:00,485505.475,4208098.22857143,23.8365538214286,38.02305625,110506
876914,2002-09-14 15:24:00,485921.293258427,4220088.85393258,23.841057494382,38.1311306629214,110506
880914,2002-09-14 15:24:00,462337.936453064,4210945.85654862,23.5724524461776,38.0480578308038,110506
882914,2002-09-14 15:24:00,485860.443683663,4220142.82480749,23.840361925078,38.1316164203954,110506
883914,2002-09-14 15:24:00,486993.033017537,4205849.14587785,23.8535421171135,38.0028079236041,110506
884914,2002-09-14 15:24:00,489479.113333333,4204479.04,23.8818792666667,37.9904914,110506
887914,2002-09-14 15:24:00,489029.6,4204558.1,23.876759,37.991199,110506
888914,2002-09-14 15:24:00,489409.38565737,4204430.03625498,23.881085501992,37.9900489601594,110506
892914,2002-09-14 15:24:00,493823.234147807,4187722.38904466,23.9314920903265,37.8395031113559,110506
893914,2002-09-14 15:24:00,485919.059615385,4220055.35961538,23.8410331730769,38.1308289038462,110506
895914,2002-09-14 15:24:00,486041.018300654,4201897.45098039,23.8427748039216,37.9671776993464,110506
898914,2002-09-14 15:24:00,484338.28877551,4209170.31071429,23.8232323571429,38.0326992397959,110506
900914,2002-09-14 15:24:00,478894.1,4210252.4,23.761165,38.042342,110506
904914,2002-09-14 15:24:00,479558.694654535,4217666.87733864,23.7685290918396,38.1091815533125,110506
905914,2002-09-14 15:24:00,489411.853309266,4204391.03682311,23.8811147394705,37.9896977196149,110506
906914,2002-09-14 15:24:00,487244.204435546,4202192.86690282,23.8564678068689,37.9698580443555,110506
910914,2002-09-14 15:24:00,489127.2,4205954.7,23.877849,38.003787,110506
913914,2002-09-14 15:24:00,485932.889325026,4220113.72097612,23.8411897416407,38.131354588785,110506
917914,2002-09-14 15:24:00,485864.619749795,4220156.38482363,23.8404100709598,38.1317386384331,110506
918914,2002-09-14 15:24:00,479546.996872616,4217625.02906178,23.7683964660564,38.1088040846682,110506
920914,2002-09-14 15:24:00,486772,4207966.9,23.850986,38.021892,110506
862914,2002-09-14 15:24:30,486263.023460936,4207630.81692411,23.8451934056414,38.0188549234386,110507
863914,2002-09-14 15:24:30,486382.477777778,4221410.46666667,23.8462947777778,38.1430485555556,110507
865914,2002-09-14 15:24:30,489438.162165671,4204439.84668917,23.8814132770709,37.9901372235783,110507
866914,2002-09-14 15:24:30,489422.289130435,4204376.55217391,23.8812331521739,37.989566673913,110507
867914,2002-09-14 15:24:30,489426.3,4204433.2,23.881278,37.990078,110507
870914,2002-09-14 15:24:30,485483.284615385,4208062.19230769,23.8363016153846,38.0227311538462,110507
872914,2002-09-14 15:24:30,485908.536143875,4220073.1412589,23.8409125616022,38.1309886913465,110507
874914,2002-09-14 15:24:30,485504.25,4208096.37142857,23.8365399285714,38.0230395,110507
876914,2002-09-14 15:24:30,485921.253932584,4220088.96853933,23.8410570449438,38.1311316966292,110507
880914,2002-09-14 15:24:30,462337.939853851,4210945.85272625,23.572452485104,38.0480577965149,110507
882914,2002-09-14 15:24:30,485860.451155047,4220142.82099896,23.8403620104058,38.1316163860562,110507
